timestamp, latitude, longitude, altitude
12:20:34, 44.8245, -73.165, 115
12:20:39, 44.8245, -73.165, 118
12:20:44, 44.8245, -73.165, 118
12:20:49, 44.8245, -73.165, 121
12:20:54, 44.8245, -73.16516666666668, 118
12:20:59, 44.8245, -73.16516666666668, 121
12:21:04, 44.8245, -73.16516666666668, 121
12:21:09, 44.8245, -73.16516666666668, 121
12:21:14, 44.8245, -73.16516666666668, 118
12:21:19, 44.8245, -73.16516666666668, 118
12:21:24, 44.8245, -73.16516666666668, 121
12:21:29, 44.8245, -73.16516666666668, 121
12:21:33, 44.8245, -73.16516666666668, 118
12:21:39, 44.8245, -73.16516666666668, 118
12:21:44, 44.8245, -73.16516666666668, 118
12:21:49, 44.8245, -73.16516666666668, 118
12:21:54, 44.8245, -73.16516666666668, 118
12:21:59, 44.8245, -73.16516666666668, 118
12:22:04, 44.8245, -73.16516666666668, 118
12:22:09, 44.8245, -73.16516666666668, 118
12:22:14, 44.8245, -73.16516666666668, 118
12:22:19, 44.8245, -73.16516666666668, 118
12:22:24, 44.8245, -73.16516666666668, 118
12:22:29, 44.8245, -73.16516666666668, 121
12:22:34, 44.8245, -73.16516666666668, 121
12:22:39, 44.8245, -73.16516666666668, 118
12:22:49, 44.8245, -73.16516666666668, 118
12:22:54, 44.8245, -73.16516666666668, 115
12:22:59, 44.8245, -73.16516666666668, 118
12:23:04, 44.8245, -73.16516666666668, 115
12:23:09, 44.8245, -73.16516666666668, 115
12:23:14, 44.8245, -73.16516666666668, 115
12:23:19, 44.8245, -73.16516666666668, 115
12:23:24, 44.8245, -73.16516666666668, 118
12:23:29, 44.8245, -73.16516666666668, 115
12:23:34, 44.8245, -73.16516666666668, 115
12:23:39, 44.8245, -73.16516666666668, 115
12:23:44, 44.8245, -73.16516666666668, 115
12:23:49, 44.8245, -73.16516666666668, 115
12:23:54, 44.8245, -73.16516666666668, 118
12:24:04, 44.8245, -73.16516666666668, 118
12:24:09, 44.8245, -73.16516666666668, 118
12:24:14, 44.8245, -73.16516666666668, 118
12:24:19, 44.8245, -73.16516666666668, 115
12:24:24, 44.8245, -73.165, 112
12:24:29, 44.8245, -73.165, 115
12:24:34, 44.8245, -73.165, 115
12:24:39, 44.8245, -73.165, 115
12:24:44, 44.8245, -73.165, 118
12:24:49, 44.8245, -73.165, 118
12:24:54, 44.8245, -73.165, 121
12:24:59, 44.8245, -73.165, 118
12:25:04, 44.8245, -73.165, 121
12:25:09, 44.8245, -73.165, 121
12:25:14, 44.8245, -73.165, 118
12:25:19, 44.8245, -73.165, 121
12:25:24, 44.8245, -73.165, 118
12:25:29, 44.8245, -73.165, 118
12:25:34, 44.8245, -73.165, 118
12:25:39, 44.8245, -73.165, 118
12:25:44, 44.8245, -73.165, 118
12:25:49, 44.8245, -73.165, 121
12:25:54, 44.8245, -73.165, 121
12:25:59, 44.8245, -73.165, 121
12:26:03, 44.8245, -73.165, 121
12:26:09, 44.8245, -73.165, 121
12:26:14, 44.8245, -73.165, 121
12:26:19, 44.8245, -73.165, 121
12:26:24, 44.8245, -73.165, 121
12:26:28, 44.8245, -73.165, 121
12:26:33, 44.8245, -73.165, 121
12:26:39, 44.8245, -73.165, 121
12:26:44, 44.8245, -73.165, 121
12:26:49, 44.8245, -73.165, 121
12:26:54, 44.8245, -73.165, 121
12:26:59, 44.8245, -73.165, 125
12:27:04, 44.8245, -73.165, 128
12:27:09, 44.8245, -73.165, 128
12:27:14, 44.8245, -73.165, 131
12:27:19, 44.8245, -73.165, 128
12:27:24, 44.8245, -73.165, 128
12:27:29, 44.8245, -73.165, 128
12:27:33, 44.8245, -73.165, 128
12:27:39, 44.8245, -73.165, 128
12:27:44, 44.8245, -73.165, 128
12:27:49, 44.8245, -73.165, 128
12:27:54, 44.8245, -73.165, 128
12:27:59, 44.8245, -73.165, 128
12:28:04, 44.8245, -73.165, 128
12:28:09, 44.8245, -73.165, 125
12:28:14, 44.8245, -73.165, 125
12:28:19, 44.8245, -73.165, 128
12:28:24, 44.8245, -73.165, 125
12:28:29, 44.8245, -73.165, 128
12:28:34, 44.8245, -73.165, 125
12:28:39, 44.8245, -73.165, 128
12:28:44, 44.8245, -73.165, 128
12:28:49, 44.8245, -73.165, 128
12:28:54, 44.8245, -73.165, 128
12:28:59, 44.8245, -73.165, 125
12:29:04, 44.8245, -73.165, 125
12:29:09, 44.8245, -73.165, 125
12:29:14, 44.8245, -73.165, 125
12:29:19, 44.8245, -73.165, 125
12:29:24, 44.8245, -73.165, 125
12:29:29, 44.8245, -73.165, 125
12:29:34, 44.8245, -73.165, 125
12:29:44, 44.8245, -73.165, 125
12:29:49, 44.8245, -73.165, 125
12:29:54, 44.8245, -73.165, 125
12:29:59, 44.8245, -73.165, 121
12:30:04, 44.8245, -73.165, 121
12:30:09, 44.8245, -73.165, 121
12:30:14, 44.8245, -73.165, 121
12:30:19, 44.8245, -73.165, 121
12:30:29, 44.8245, -73.165, 125
12:30:34, 44.8245, -73.165, 125
12:30:39, 44.8245, -73.165, 125
12:30:44, 44.8245, -73.165, 125
12:30:49, 44.8245, -73.165, 125
12:30:54, 44.8245, -73.165, 125
12:30:59, 44.8245, -73.165, 125
12:31:04, 44.8245, -73.165, 125
12:31:14, 44.8245, -73.165, 128
12:31:19, 44.8245, -73.165, 125
12:31:24, 44.8245, -73.165, 125
12:31:29, 44.8245, -73.165, 125
12:31:34, 44.8245, -73.165, 121
12:31:39, 44.8245, -73.165, 121
12:31:44, 44.8245, -73.165, 125
12:31:49, 44.8245, -73.165, 125
12:31:54, 44.8245, -73.165, 125
12:31:59, 44.8245, -73.165, 128
12:32:03, 44.8245, -73.165, 128
12:32:09, 44.8245, -73.165, 128
12:32:14, 44.8245, -73.165, 125
12:32:19, 44.8245, -73.165, 121
12:32:29, 44.8245, -73.165, 118
12:32:39, 44.8245, -73.165, 115
12:32:44, 44.8245, -73.165, 115
12:32:49, 44.8245, -73.165, 115
12:32:54, 44.8245, -73.165, 112
12:32:59, 44.8245, -73.165, 112
12:33:04, 44.8245, -73.165, 112
12:33:09, 44.8245, -73.165, 115
12:33:14, 44.8245, -73.165, 115
12:33:19, 44.8245, -73.165, 115
12:33:24, 44.8245, -73.165, 118
12:33:29, 44.8245, -73.165, 118
12:33:34, 44.8245, -73.165, 118
12:33:39, 44.8245, -73.165, 121
12:33:44, 44.8245, -73.165, 121
12:33:49, 44.8245, -73.165, 121
12:33:54, 44.8245, -73.165, 121
12:33:59, 44.8245, -73.165, 118
12:34:09, 44.8245, -73.165, 121
12:34:19, 44.8245, -73.165, 118
12:34:24, 44.8245, -73.165, 118
12:34:29, 44.8245, -73.165, 118
12:34:34, 44.8245, -73.165, 118
12:34:39, 44.8245, -73.165, 118
12:34:44, 44.8245, -73.165, 118
12:34:49, 44.8245, -73.165, 115
12:34:54, 44.8245, -73.165, 115
12:34:59, 44.8245, -73.165, 121
12:35:04, 44.8245, -73.16483333333333, 121
12:35:09, 44.8245, -73.16483333333333, 125
12:35:14, 44.8245, -73.16466666666668, 125
12:35:19, 44.8245, -73.16466666666668, 125
12:36:39, 44.824333333333335, -73.16433333333335, 128
12:36:49, 44.824333333333335, -73.16433333333335, 121
12:38:13, 44.824333333333335, -73.16433333333335, 121
12:38:19, 44.824333333333335, -73.16433333333335, 125
12:38:24, 44.824333333333335, -73.16433333333335, 125
12:38:29, 44.824333333333335, -73.16433333333335, 125
12:38:34, 44.824333333333335, -73.16433333333335, 125
12:38:39, 44.824333333333335, -73.16433333333335, 125
12:38:44, 44.824333333333335, -73.16433333333335, 125
12:38:49, 44.824333333333335, -73.16433333333335, 121
12:38:54, 44.824333333333335, -73.16433333333335, 121
12:38:59, 44.824333333333335, -73.16433333333335, 118
12:39:04, 44.824333333333335, -73.16433333333335, 121
12:39:09, 44.824333333333335, -73.16433333333335, 121
12:39:19, 44.824333333333335, -73.16433333333335, 121
12:39:23, 44.824333333333335, -73.16433333333335, 121
12:39:29, 44.824333333333335, -73.16433333333335, 121
12:39:34, 44.824333333333335, -73.16433333333335, 121
12:39:39, 44.824333333333335, -73.16433333333335, 121
12:39:44, 44.824333333333335, -73.16433333333335, 121
12:39:49, 44.824333333333335, -73.16433333333335, 121
12:39:53, 44.824333333333335, -73.16433333333335, 121
12:39:59, 44.824333333333335, -73.16433333333335, 125
12:40:04, 44.824333333333335, -73.16433333333335, 125
12:40:09, 44.824333333333335, -73.16433333333335, 128
12:40:14, 44.8245, -73.16433333333335, 125
12:40:18, 44.8245, -73.16433333333335, 118
12:40:24, 44.8245, -73.16416666666667, 118
12:40:29, 44.8245, -73.16416666666667, 121
12:40:34, 44.8245, -73.16416666666667, 121
12:40:39, 44.8245, -73.164, 125
12:40:43, 44.8245, -73.164, 125
12:40:48, 44.82466666666667, -73.16383333333334, 128
12:40:59, 44.82466666666667, -73.16366666666667, 125
12:41:04, 44.82466666666667, -73.16366666666667, 128
12:41:09, 44.82466666666667, -73.16366666666667, 125
12:41:29, 44.82483333333334, -73.16333333333334, 125
12:41:33, 44.82483333333334, -73.16316666666667, 128
12:42:04, 44.825, -73.16283333333334, 125
12:42:18, 44.825, -73.16266666666667, 125
12:42:34, 44.825, -73.16266666666667, 125
12:42:39, 44.825, -73.16266666666667, 125
12:42:54, 44.825, -73.16250000000001, 121
12:44:04, 44.825, -73.16250000000001, 125
12:44:09, 44.825, -73.16250000000001, 125
12:44:19, 44.825, -73.16250000000001, 128
12:44:23, 44.825, -73.16266666666667, 128
12:44:38, 44.825, -73.16266666666667, 128
12:44:59, 44.825, -73.16266666666667, 131
12:45:19, 44.825, -73.16266666666667, 134
12:45:23, 44.825, -73.16266666666667, 134
12:45:49, 44.825, -73.16266666666667, 128
12:45:53, 44.825, -73.16266666666667, 128
12:46:39, 44.825, -73.16266666666667, 121
12:47:14, 44.825, -73.16266666666667, 134
12:47:24, 44.825, -73.16266666666667, 131
12:48:24, 44.825, -73.16266666666667, 128
12:48:39, 44.825, -73.16266666666667, 131
12:49:04, 44.825, -73.16250000000001, 128
12:49:09, 44.825, -73.16250000000001, 128
12:49:14, 44.825, -73.16250000000001, 125
12:49:24, 44.825, -73.16250000000001, 125
12:49:29, 44.825, -73.16250000000001, 125
12:49:34, 44.825, -73.16250000000001, 125
12:49:49, 44.825, -73.16250000000001, 125
12:50:39, 44.825, -73.16266666666667, 128
12:50:44, 44.825, -73.16266666666667, 125
12:50:49, 44.825, -73.16266666666667, 125
12:51:14, 44.825, -73.16266666666667, 118
12:51:34, 44.825, -73.16266666666667, 125
12:51:39, 44.825, -73.16266666666667, 121
12:51:44, 44.825, -73.16266666666667, 121
12:51:59, 44.825, -73.16266666666667, 125
12:52:14, 44.825, -73.16266666666667, 128
12:52:39, 44.825, -73.16266666666667, 131
12:52:54, 44.825, -73.16266666666667, 131
12:52:59, 44.825, -73.16266666666667, 131
12:53:04, 44.825, -73.16266666666667, 131
12:53:14, 44.825, -73.16266666666667, 128
12:53:19, 44.825, -73.16266666666667, 128
12:53:54, 44.825, -73.16266666666667, 125
12:54:14, 44.825, -73.16250000000001, 121
12:54:29, 44.825, -73.16250000000001, 121
12:54:33, 44.825, -73.16266666666667, 125
12:54:39, 44.825, -73.16266666666667, 125
12:54:43, 44.825, -73.16266666666667, 125
12:54:54, 44.825, -73.16266666666667, 125
12:54:58, 44.825, -73.16266666666667, 125
12:55:04, 44.825, -73.16266666666667, 125
12:55:09, 44.825, -73.16266666666667, 125
12:55:34, 44.825, -73.16266666666667, 125
12:55:59, 44.825, -73.16266666666667, 125
12:56:03, 44.825, -73.16266666666667, 125
12:56:14, 44.825, -73.16266666666667, 125
12:56:19, 44.825, -73.16266666666667, 125
12:56:24, 44.825, -73.16266666666667, 125
12:56:29, 44.825, -73.16266666666667, 125
12:56:34, 44.825, -73.16266666666667, 125
12:56:39, 44.825, -73.16266666666667, 125
12:56:44, 44.825, -73.16266666666667, 125
12:56:49, 44.825, -73.16266666666667, 125
12:57:03, 44.825, -73.16266666666667, 125
12:57:09, 44.825, -73.16266666666667, 125
12:57:13, 44.825, -73.16266666666667, 125
12:57:19, 44.825, -73.16266666666667, 128
12:57:24, 44.825, -73.16266666666667, 128
12:57:34, 44.825, -73.16266666666667, 121
12:57:39, 44.825, -73.16266666666667, 121
12:58:19, 44.825, -73.16266666666667, 125
12:58:34, 44.825, -73.16266666666667, 125
12:58:39, 44.825, -73.16266666666667, 125
12:58:54, 44.825, -73.16266666666667, 118
12:58:59, 44.825, -73.16266666666667, 118
12:59:19, 44.825, -73.16266666666667, 121
12:59:29, 44.825, -73.16266666666667, 121
12:59:34, 44.825, -73.16266666666667, 121
12:59:39, 44.825, -73.16266666666667, 125
12:59:44, 44.825, -73.16266666666667, 128
12:59:49, 44.825, -73.16266666666667, 125
12:59:54, 44.825, -73.16266666666667, 125
13:00:09, 44.825, -73.16266666666667, 121
13:00:14, 44.825, -73.16266666666667, 121
13:00:29, 44.825, -73.16266666666667, 121
13:00:39, 44.825, -73.16266666666667, 118
13:00:44, 44.825, -73.16266666666667, 118
13:00:49, 44.825, -73.16266666666667, 115
13:00:54, 44.825, -73.16266666666667, 115
13:00:59, 44.825, -73.16266666666667, 115
13:01:04, 44.825, -73.16266666666667, 115
13:01:09, 44.825, -73.16266666666667, 115
13:01:14, 44.825, -73.16266666666667, 115
13:01:19, 44.825, -73.16266666666667, 118
13:01:24, 44.825, -73.16266666666667, 121
13:01:28, 44.825, -73.16266666666667, 121
13:01:34, 44.825, -73.16266666666667, 118
13:01:39, 44.825, -73.16266666666667, 118
13:01:44, 44.825, -73.16266666666667, 118
13:01:49, 44.825, -73.16266666666667, 121
13:01:59, 44.825, -73.16266666666667, 118
13:02:04, 44.825, -73.16266666666667, 118
13:02:09, 44.825, -73.16266666666667, 121
13:02:14, 44.825, -73.16266666666667, 125
13:02:19, 44.825, -73.16266666666667, 125
13:02:24, 44.825, -73.16266666666667, 125
13:02:29, 44.825, -73.16266666666667, 121
13:02:34, 44.825, -73.16266666666667, 125
13:02:38, 44.825, -73.16266666666667, 125
13:02:44, 44.825, -73.16266666666667, 121
13:02:49, 44.825, -73.16266666666667, 121
13:02:54, 44.825, -73.16266666666667, 121
13:02:59, 44.825, -73.16266666666667, 118
13:03:04, 44.825, -73.16266666666667, 118
13:03:09, 44.825, -73.16266666666667, 118
13:03:14, 44.825, -73.16266666666667, 118
13:03:19, 44.825, -73.16266666666667, 115
13:03:24, 44.825, -73.16266666666667, 118
13:03:29, 44.825, -73.16266666666667, 118
13:03:34, 44.825, -73.16283333333334, 1286
13:03:43, 44.82383333333334, -73.16600000000001, 5205
13:03:59, 44.82366666666667, -73.1665, 5140
13:04:04, 44.82383333333334, -73.16566666666667, 5048
13:04:14, 44.82366666666667, -73.16483333333333, 4920
13:04:24, 44.82383333333334, -73.16433333333335, 4753
13:04:44, 44.824000000000005, -73.16250000000001, 4444
13:04:49, 44.82416666666667, -73.162, 4362
13:04:54, 44.82416666666667, -73.16133333333335, 4284
13:04:59, 44.82416666666667, -73.16083333333334, 4205
13:05:04, 44.824333333333335, -73.1605, 4113
13:05:09, 44.82466666666667, -73.15983333333334, 4041
13:05:19, 44.82483333333334, -73.15866666666668, 3906
13:05:24, 44.82483333333334, -73.15833333333335, 3824
13:05:29, 44.825, -73.15783333333334, 3729
13:05:34, 44.82516666666667, -73.15733333333334, 3660
13:05:39, 44.82516666666667, -73.15650000000001, 3578
13:05:44, 44.82516666666667, -73.15616666666668, 3477
13:05:49, 44.825500000000005, -73.15566666666668, 3355
13:05:54, 44.82566666666667, -73.155, 3264
13:05:58, 44.825833333333335, -73.15466666666667, 3198
13:06:04, 44.825833333333335, -73.15433333333334, 3113
13:06:09, 44.82616666666667, -73.15400000000001, 3021
13:06:29, 44.827000000000005, -73.152, 2663
13:06:44, 44.8275, -73.15033333333334, 2401
13:06:49, 44.82783333333334, -73.15, 2342
13:06:58, 44.82866666666667, -73.149, 2191
