W,I,J,K,LAT,LON,ALT_MSL_GPS,ALT_BARO,BARO,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time
0.50,0.39,-0.58,0.51,0.0000,0.0000,0.00,89.43,1002.55,-1.02,0.20,0.02,-229.62,11.84,-6.18,137231.00,133147.00,139205.00,1615075849
0.52,0.37,-0.61,0.48,0.0000,0.0000,0.00,89.36,1002.56,-1.05,0.19,0.04,-211.99,8.70,-3.66,137234.00,133199.00,139164.00,1615075849
0.52,0.35,-0.62,0.47,0.0000,0.0000,0.00,89.36,1002.56,-1.02,0.23,0.05,-107.76,3.36,-10.52,137226.00,133242.00,139139.00,1615075849
0.53,0.35,-0.63,0.44,0.0000,0.0000,0.00,89.62,1002.53,-1.01,0.14,0.08,-140.60,-9.50,-8.08,137213.00,133303.00,139111.00,1615075849
0.54,0.33,-0.65,0.42,0.0000,0.0000,0.00,89.62,1002.53,-0.98,0.20,0.10,-137.50,-16.54,-7.56,137211.00,133345.00,139099.00,1615075849
0.55,0.32,-0.67,0.39,0.0000,0.0000,0.00,89.65,1002.53,-0.97,0.16,0.09,-160.26,-18.66,0.82,137201.00,133377.00,139092.00,1615075849
0.56,0.30,-0.69,0.36,0.0000,0.0000,0.00,89.65,1002.53,-0.99,0.12,0.13,-199.11,-39.34,8.02,137202.00,133406.00,139076.00,1615075849
0.57,0.28,-0.71,0.32,0.0000,0.0000,0.00,89.63,1002.53,-0.97,0.09,0.19,-247.11,-43.93,-8.79,137185.00,133463.00,139043.00,1615075849
0.57,0.26,-0.73,0.27,0.0000,0.0000,0.00,89.63,1002.53,-0.96,0.03,0.28,-249.85,-56.29,-18.01,137172.00,133545.00,139021.00,1615075849
0.57,0.24,-0.75,0.22,0.0000,0.0000,0.00,89.63,1002.53,-0.95,-0.00,0.27,-249.85,-61.32,-24.41,137148.00,133607.00,139016.00,1615075849
0.57,0.23,-0.77,0.16,0.0000,0.0000,0.00,89.53,1002.54,-0.95,-0.09,0.34,-249.85,-72.30,-41.64,137116.00,133715.00,139026.00,1615075849
0.56,0.22,-0.79,0.11,0.0000,0.0000,0.00,89.53,1002.54,-0.92,-0.12,0.38,-204.71,-108.14,-46.76,137076.00,133837.00,139133.00,1615075849
0.55,0.21,-0.80,0.07,0.0000,0.0000,0.00,89.53,1002.54,-0.90,-0.17,0.36,-160.11,-117.29,-43.29,137041.00,133940.00,139287.00,1615075849
0.53,0.22,-0.82,0.03,0.0000,0.0000,0.00,89.53,1002.54,-0.85,-0.26,0.44,-74.08,-155.97,-57.11,136972.00,134108.00,139536.00,1615075849
0.50,0.23,-0.83,-0.00,0.0000,0.0000,0.00,89.13,1002.59,-0.78,-0.37,0.53,-41.63,-156.56,-50.28,136900.00,134226.00,139776.00,1615075849
0.47,0.25,-0.85,-0.02,0.0000,0.0000,0.00,89.13,1002.59,-0.76,-0.36,0.59,10.87,-159.43,-48.93,136800.00,134387.00,140058.00,1615075850
0.43,0.27,-0.86,-0.04,0.0000,0.0000,0.00,89.66,1002.52,-0.61,-0.39,0.68,16.27,-170.96,-53.30,136682.00,134500.00,140340.00,1615075850
0.38,0.29,-0.88,-0.06,0.0000,0.0000,0.00,89.66,1002.52,-0.55,-0.39,0.79,1.98,-163.48,-43.38,136551.00,134584.00,140623.00,1615075850
0.35,0.30,-0.89,-0.07,0.0000,0.0000,0.00,89.66,1002.52,-0.56,-0.35,0.72,26.46,-149.69,-32.18,136410.00,134622.00,140849.00,1615075850
0.31,0.32,-0.89,-0.08,0.0000,0.0000,0.00,89.21,1002.58,-0.40,-0.42,0.86,72.80,-165.87,-42.61,136270.00,134668.00,141059.00,1615075850
0.26,0.33,-0.90,-0.08,0.0000,0.0000,0.00,89.21,1002.58,-0.31,-0.37,0.93,57.60,-155.24,-32.80,136123.00,134634.00,141297.00,1615075850
0.22,0.34,-0.91,-0.08,0.0000,0.0000,0.00,89.75,1002.51,-0.32,-0.29,0.85,104.71,-134.96,-23.44,135979.00,134495.00,141472.00,1615075850
0.17,0.36,-0.92,-0.06,0.0000,0.0000,0.00,89.75,1002.51,-0.11,-0.28,0.92,164.78,-140.43,-21.91,135822.00,134320.00,141621.00,1615075850
0.13,0.37,-0.92,-0.05,0.0000,0.0000,0.00,89.50,1002.54,-0.11,-0.14,0.87,90.13,-102.30,-23.20,135699.00,134215.00,141688.00,1615075850
0.09,0.39,-0.92,-0.04,0.0000,0.0000,0.00,89.50,1002.54,-0.00,-0.07,0.95,81.87,-94.85,-18.86,135586.00,134091.00,141746.00,1615075850
0.06,0.40,-0.91,-0.04,0.0000,0.0000,0.00,89.50,1002.54,0.03,-0.07,0.99,53.25,-91.51,-25.14,135467.00,134044.00,141783.00,1615075850
0.03,0.41,-0.91,-0.04,0.0000,0.0000,0.00,89.46,1002.55,0.08,0.03,0.91,-10.33,-54.13,-25.05,135389.00,134074.00,141776.00,1615075850
0.01,0.42,-0.91,-0.04,0.0000,0.0000,0.00,89.46,1002.55,0.16,0.01,1.04,-1.72,-29.72,-16.04,135340.00,134111.00,141790.00,1615075850
-0.01,0.43,-0.90,-0.03,0.0000,0.0000,0.00,89.58,1002.53,0.15,0.02,0.98,-3.65,-14.05,0.55,135322.00,134110.00,141791.00,1615075850
-0.01,0.42,-0.90,-0.03,0.0000,0.0000,0.00,89.58,1002.53,0.15,-0.04,1.03,9.02,9.45,8.54,135341.00,134081.00,141802.00,1615075850
-0.02,0.42,-0.91,-0.04,0.0000,0.0000,0.00,89.53,1002.54,0.15,-0.03,1.01,6.57,-5.32,7.96,135338.00,134067.00,141797.00,1615075850
-0.03,0.42,-0.91,-0.04,0.0000,0.0000,0.00,89.53,1002.54,0.16,-0.08,1.00,14.39,-12.65,2.64,135318.00,134056.00,141808.00,1615075850
-0.04,0.42,-0.91,-0.04,0.0000,0.0000,0.00,89.46,1002.55,0.17,-0.05,1.01,13.43,-40.58,-9.36,135250.00,134030.00,141800.00,1615075850
-0.06,0.42,-0.90,-0.05,0.0000,0.0000,0.00,89.46,1002.55,0.19,0.02,1.01,-12.05,-55.84,-13.50,135166.00,134066.00,141813.00,1615075850
-0.08,0.42,-0.90,-0.07,0.0000,0.0000,0.00,89.71,1002.52,0.26,-0.11,1.04,-19.24,-99.70,0.04,135029.00,134107.00,141809.00,1615075850
-0.11,0.41,-0.90,-0.09,0.0000,0.0000,0.00,89.71,1002.52,0.30,-0.06,0.96,-30.33,-120.92,-5.09,134851.00,134133.00,141794.00,1615075850
-0.16,0.41,-0.89,-0.10,0.0000,0.0000,0.00,89.99,1002.49,0.51,-0.02,0.73,8.05,-139.72,7.86,134664.00,134161.00,141741.00,1615075850
-0.18,0.40,-0.89,-0.12,0.0000,0.0000,0.00,89.99,1002.49,0.45,-0.09,1.05,-17.72,-162.93,16.46,134441.00,134176.00,141677.00,1615075850
-0.22,0.38,-0.89,-0.14,0.0000,0.0000,0.00,89.91,1002.50,0.46,-0.14,0.73,0.46,-178.22,7.21,134213.00,134153.00,141518.00,1615075850
-0.27,0.38,-0.87,-0.16,0.0000,0.0000,0.00,89.91,1002.50,0.63,-0.01,0.64,5.95,-172.75,23.82,134008.00,134112.00,141360.00,1615075850
-0.33,0.36,-0.85,-0.19,0.0000,0.0000,0.00,89.75,1002.51,0.89,-0.03,0.35,-20.54,-161.29,33.09,133832.00,134166.00,141178.00,1615075850
-0.36,0.34,-0.84,-0.21,0.0000,0.0000,0.00,89.75,1002.51,0.78,-0.15,0.53,-40.45,-160.06,15.23,133669.00,134191.00,140937.00,1615075851
-0.41,0.33,-0.82,-0.24,0.0000,0.0000,0.00,89.73,1002.52,0.84,-0.11,0.32,-27.95,-146.85,5.76,133528.00,134201.00,140712.00,1615075851
-0.43,0.32,-0.80,-0.26,0.0000,0.0000,0.00,89.73,1002.52,0.89,-0.11,0.37,-53.07,-130.26,15.89,133435.00,134230.00,140500.00,1615075851
-0.47,0.30,-0.78,-0.29,0.0000,0.0000,0.00,89.80,1002.51,0.92,-0.20,0.19,-37.97,-134.88,9.68,133333.00,134233.00,140208.00,1615075851
-0.49,0.30,-0.76,-0.29,0.0000,0.0000,0.00,89.79,1002.51,1.02,-0.14,0.33,7.65,-120.82,5.45,133274.00,134217.00,139951.00,1615075851
-0.53,0.27,-0.75,-0.31,0.0000,0.0000,0.00,89.79,1002.51,0.88,-0.23,0.01,10.86,-93.86,10.16,133241.00,134198.00,139773.00,1615075851
-0.55,0.26,-0.73,-0.32,0.0000,0.0000,0.00,89.68,1002.52,1.04,-0.18,0.05,-4.50,-65.65,12.44,133226.00,134205.00,139653.00,1615075851
-0.56,0.24,-0.72,-0.32,0.0000,0.0000,0.00,89.68,1002.52,1.06,-0.26,0.01,16.91,-33.36,-2.60,133219.00,134182.00,139604.00,1615075851
-0.57,0.25,-0.71,-0.33,0.0000,0.0000,0.00,90.22,1002.46,1.05,-0.18,-0.05,16.51,10.78,-11.17,133214.00,134160.00,139626.00,1615075851
-0.58,0.25,-0.71,-0.32,0.0000,0.0000,0.00,90.22,1002.46,1.04,-0.17,-0.04,22.47,55.36,-13.89,133224.00,134154.00,139766.00,1615075851
-0.57,0.25,-0.71,-0.31,0.0000,0.0000,0.00,89.54,1002.54,1.04,-0.16,0.04,36.82,98.64,-22.91,133240.00,134134.00,139969.00,1615075851
-0.56,0.26,-0.73,-0.30,0.0000,0.0000,0.00,89.54,1002.54,0.98,-0.15,0.17,46.30,139.46,-31.21,133300.00,134087.00,140201.00,1615075851
-0.53,0.27,-0.75,-0.27,0.0000,0.0000,0.00,89.87,1002.50,0.95,-0.10,0.31,78.19,166.91,-35.01,133403.00,134021.00,140525.00,1615075851
-0.51,0.28,-0.78,-0.24,0.0000,0.0000,0.00,89.87,1002.50,0.87,-0.09,0.34,60.92,179.25,-30.15,133571.00,133940.00,140844.00,1615075851
-0.48,0.29,-0.80,-0.21,0.0000,0.0000,0.00,89.59,1002.53,0.84,-0.07,0.53,67.60,181.83,-35.04,133729.00,133883.00,141082.00,1615075851
-0.45,0.31,-0.82,-0.19,0.0000,0.0000,0.00,89.59,1002.53,0.78,0.03,0.56,40.30,180.97,-42.20,133919.00,133798.00,141285.00,1615075851
-0.42,0.32,-0.83,-0.16,0.0000,0.0000,0.00,89.59,1002.53,0.74,0.02,0.56,31.86,189.12,-45.15,134111.00,133745.00,141453.00,1615075851
-0.37,0.34,-0.85,-0.13,0.0000,0.0000,0.00,89.98,1002.49,0.62,0.05,0.78,36.24,196.80,-45.41,134337.00,133676.00,141575.00,1615075851
-0.33,0.35,-0.87,-0.10,0.0000,0.0000,0.00,89.98,1002.49,0.49,0.03,0.80,27.09,189.52,-57.19,134595.00,133597.00,141683.00,1615075851
-0.28,0.37,-0.88,-0.07,0.0000,0.0000,0.00,89.97,1002.49,0.39,0.16,0.91,22.72,178.95,-52.58,134828.00,133550.00,141730.00,1615075851
-0.23,0.39,-0.89,-0.04,0.0000,0.0000,0.00,89.97,1002.49,0.24,0.16,0.98,1.50,160.11,-42.73,135087.00,133545.00,141756.00,1615075851
-0.19,0.40,-0.90,-0.02,0.0000,0.0000,0.00,90.08,1002.48,0.20,0.15,0.94,-7.05,151.10,-49.90,135300.00,133558.00,141737.00,1615075851
-0.15,0.41,-0.90,0.01,0.0000,0.0000,0.00,90.08,1002.48,0.02,0.20,0.97,-3.68,139.41,-40.08,135507.00,133573.00,141705.00,1615075851
-0.11,0.42,-0.90,0.03,0.0000,0.0000,0.00,89.68,1002.52,0.02,0.24,0.98,-17.79,118.09,-21.63,135662.00,133597.00,141676.00,1615075851
-0.08,0.42,-0.90,0.05,0.0000,0.0000,0.00,89.68,1002.52,-0.07,0.19,1.04,-13.27,102.97,10.64,135803.00,133607.00,141625.00,1615075851
-0.05,0.42,-0.90,0.06,0.0000,0.0000,0.00,89.92,1002.49,-0.13,0.11,1.01,1.66,47.98,17.25,135869.00,133596.00,141599.00,1615075852
-0.03,0.43,-0.90,0.06,0.0000,0.0000,0.00,89.92,1002.49,-0.10,0.05,0.90,1.66,48.64,6.27,135952.00,133587.00,141564.00,1615075852
-0.00,0.43,-0.90,0.07,0.0000,0.0000,0.00,89.90,1002.50,-0.24,0.15,1.07,2.60,46.98,-3.34,135993.00,133592.00,141558.00,1615075852
0.01,0.43,-0.90,0.08,0.0000,0.0000,0.00,89.90,1002.50,-0.24,0.18,0.90,0.91,12.33,4.16,136004.00,133580.00,141532.00,1615075852
0.02,0.43,-0.90,0.08,0.0000,0.0000,0.00,89.76,1002.51,-0.21,0.09,0.98,-15.91,9.80,17.35,136018.00,133602.00,141544.00,1615075852
0.02,0.43,-0.90,0.08,0.0000,0.0000,0.00,89.76,1002.51,-0.17,0.15,1.07,-11.61,-17.55,6.61,135991.00,133615.00,141550.00,1615075852
0.02,0.43,-0.90,0.08,0.0000,0.0000,0.00,89.86,1002.50,-0.11,0.10,0.92,-12.03,-18.35,6.47,135990.00,133635.00,141559.00,1615075852
0.03,0.43,-0.90,0.07,0.0000,0.0000,0.00,89.86,1002.50,-0.16,0.06,1.05,-12.47,3.09,1.78,135980.00,133654.00,141575.00,1615075852
0.04,0.43,-0.90,0.08,0.0000,0.0000,0.00,89.82,1002.51,-0.23,0.16,1.03,-3.41,6.58,2.52,135983.00,133661.00,141567.00,1615075852
0.05,0.43,-0.90,0.09,0.0000,0.0000,0.00,89.82,1002.51,-0.26,0.10,0.92,14.76,-1.88,1.13,135978.00,133633.00,141569.00,1615075852
0.05,0.42,-0.90,0.09,0.0000,0.0000,0.00,89.64,1002.53,-0.23,0.17,1.04,22.20,-5.34,13.93,135981.00,133576.00,141563.00,1615075852
0.05,0.42,-0.90,0.10,0.0000,0.0000,0.00,89.64,1002.53,-0.23,0.17,0.98,22.85,-0.79,14.76,135985.00,133525.00,141547.00,1615075852
0.04,0.42,-0.90,0.11,0.0000,0.0000,0.00,89.40,1002.56,-0.17,0.17,1.05,21.58,4.81,2.15,135985.00,133481.00,141552.00,1615075852
0.04,0.42,-0.90,0.11,0.0000,0.0000,0.00,89.40,1002.56,-0.16,0.18,1.07,2.50,-13.80,-0.28,135956.00,133492.00,141575.00,1615075852
0.04,0.42,-0.90,0.11,0.0000,0.0000,0.00,89.95,1002.49,-0.17,0.19,0.92,-18.45,-23.53,-7.78,135925.00,133545.00,141620.00,1615075852
0.04,0.42,-0.90,0.09,0.0000,0.0000,0.00,89.95,1002.49,-0.14,0.12,1.03,-72.84,-12.41,-21.30,135897.00,133718.00,141720.00,1615075852
0.04,0.42,-0.90,0.08,0.0000,0.0000,0.00,89.83,1002.51,-0.13,0.14,0.94,-63.35,-17.43,-6.97,135871.00,133823.00,141760.00,1615075852
0.05,0.42,-0.91,0.06,0.0000,0.0000,0.00,89.83,1002.51,-0.13,0.08,0.95,-61.96,-4.55,2.29,135851.00,133941.00,141799.00,1615075852
0.05,0.42,-0.91,0.05,0.0000,0.0000,0.00,89.29,1002.57,-0.11,0.03,0.99,-53.02,-9.90,7.51,135845.00,134015.00,141806.00,1615075852
0.05,0.41,-0.91,0.04,0.0000,0.0000,0.00,89.29,1002.57,-0.17,0.01,1.05,-40.68,-7.68,20.90,135851.00,134052.00,141822.00,1615075852
0.06,0.41,-0.91,0.04,0.0000,0.0000,0.00,89.61,1002.53,-0.15,-0.08,1.12,20.01,28.88,57.65,135919.00,133956.00,141750.00,1615075852
0.06,0.39,-0.92,0.04,0.0000,0.0000,0.00,89.61,1002.53,-0.12,0.07,1.03,-0.30,10.02,48.54,135946.00,133911.00,141712.00,1615075852
0.06,0.39,-0.92,0.05,0.0000,0.0000,0.00,89.59,1002.53,-0.15,0.05,0.90,22.32,1.07,15.10,135959.00,133876.00,141723.00,1615075852
0.06,0.39,-0.92,0.04,0.0000,0.0000,0.00,89.59,1002.53,-0.11,-0.03,1.03,-15.07,-3.46,7.96,135952.00,133906.00,141716.00,1615075852
0.05,0.39,-0.92,0.04,0.0000,0.0000,0.00,89.39,1002.56,-0.12,0.04,0.97,7.40,0.97,21.75,135961.00,133891.00,141717.00,1615075852
0.05,0.39,-0.92,0.04,0.0000,0.0000,0.00,89.39,1002.56,-0.09,-0.00,1.00,17.19,2.08,11.56,135973.00,133851.00,141714.00,1615075853
0.05,0.39,-0.92,0.04,0.0000,0.0000,0.00,89.82,1002.51,-0.16,-0.01,1.03,-0.91,-3.97,4.36,135968.00,133847.00,141707.00,1615075853
0.06,0.38,-0.92,0.04,0.0000,0.0000,0.00,89.82,1002.51,-0.14,0.02,1.00,4.37,6.60,7.71,135973.00,133825.00,141697.00,1615075853
0.06,0.38,-0.92,0.04,0.0000,0.0000,0.00,89.79,1002.51,-0.18,0.02,1.00,8.36,-5.72,6.08,135976.00,133811.00,141695.00,1615075853
0.06,0.38,-0.92,0.04,0.0000,0.0000,0.00,89.79,1002.51,-0.15,0.04,0.99,3.12,-3.83,7.43,135972.00,133801.00,141702.00,1615075853
0.06,0.38,-0.92,0.04,0.0000,0.0000,0.00,89.13,1002.59,-0.13,0.06,1.01,-0.94,-4.74,12.03,135965.00,133800.00,141699.00,1615075853
0.05,0.37,-0.92,0.05,0.0000,0.0000,0.00,89.13,1002.59,-0.11,0.09,0.99,4.06,-3.93,10.13,135964.00,133771.00,141690.00,1615075853
0.05,0.37,-0.93,0.05,0.0000,0.0000,0.00,89.37,1002.56,-0.13,0.06,1.03,1.48,-6.01,7.99,135960.00,133776.00,141694.00,1615075853
0.05,0.37,-0.93,0.05,0.0000,0.0000,0.00,89.37,1002.56,-0.08,0.08,1.01,9.84,8.38,12.16,135966.00,133760.00,141696.00,1615075853
0.05,0.37,-0.93,0.05,0.0000,0.0000,0.00,89.63,1002.53,-0.16,0.06,0.96,12.27,4.87,4.74,135978.00,133726.00,141677.00,1615075853
0.05,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.63,1002.53,-0.11,0.10,0.99,12.30,4.34,7.13,135991.00,133699.00,141671.00,1615075853
0.05,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.68,1002.52,-0.14,0.08,0.96,4.54,6.05,-4.93,135996.00,133695.00,141647.00,1615075853
0.05,0.37,-0.92,0.06,0.0000,0.0000,0.00,89.68,1002.52,-0.18,0.06,1.02,8.18,-4.80,-11.92,135989.00,133695.00,141668.00,1615075853
0.05,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.98,1002.49,-0.11,0.10,1.01,1.03,0.04,-1.28,135981.00,133683.00,141664.00,1615075853
0.05,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.98,1002.49,-0.13,0.05,1.01,12.15,0.24,0.61,135987.00,133676.00,141682.00,1615075853
0.05,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.68,1002.52,-0.12,0.06,1.03,7.97,-0.36,-0.50,135989.00,133657.00,141681.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.68,1002.52,-0.11,0.09,1.01,6.29,8.24,6.79,136001.00,133640.00,141660.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.34,1002.56,-0.13,0.09,0.99,1.02,3.27,5.02,136011.00,133630.00,141660.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.34,1002.56,-0.12,0.09,0.99,1.09,2.44,5.56,136011.00,133607.00,141637.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.59,1002.53,-0.10,0.08,1.01,-4.78,-2.49,7.51,136011.00,133621.00,141632.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.59,1002.53,-0.11,0.10,0.99,-2.71,-0.11,5.54,136008.00,133625.00,141635.00,1615075853
0.04,0.37,-0.93,0.06,0.0000,0.0000,0.00,89.39,1002.56,-0.14,0.08,0.99,-1.87,-5.47,1.06,136012.00,133628.00,141655.00,1615075853
0.04,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.39,1002.56,-0.12,0.10,1.00,-4.14,-2.20,7.54,136007.00,133612.00,141643.00,1615075853
0.04,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.44,1002.55,-0.12,0.13,1.02,-7.41,-0.02,9.42,136008.00,133633.00,141642.00,1615075853
0.04,0.36,-0.93,0.07,0.0000,0.0000,0.00,89.44,1002.55,-0.12,0.15,0.94,-5.93,2.54,0.89,136010.00,133655.00,141622.00,1615075853
0.04,0.36,-0.93,0.07,0.0000,0.0000,0.00,89.64,1002.53,-0.12,0.10,0.99,-4.83,-1.54,-1.97,136013.00,133671.00,141639.00,1615075854
0.04,0.36,-0.93,0.07,0.0000,0.0000,0.00,89.64,1002.53,-0.13,0.09,0.98,-6.83,2.63,-1.66,136015.00,133676.00,141626.00,1615075854
0.04,0.36,-0.93,0.06,0.0000,0.0000,0.00,88.84,1002.62,-0.17,0.06,1.00,1.21,-0.83,-5.01,136015.00,133694.00,141660.00,1615075854
0.05,0.36,-0.93,0.07,0.0000,0.0000,0.00,88.84,1002.62,-0.16,0.09,0.98,-0.22,-1.46,1.29,136008.00,133696.00,141662.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.22,1002.58,-0.14,0.07,0.99,-1.03,-1.79,1.42,136002.00,133685.00,141664.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.22,1002.58,-0.14,0.05,1.01,-1.92,-6.28,3.40,135999.00,133690.00,141667.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.74,1002.52,-0.14,0.08,1.01,2.66,0.79,5.57,135995.00,133684.00,141667.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.74,1002.52,-0.18,0.08,1.00,-6.87,-9.08,3.61,135989.00,133693.00,141685.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.60,1002.53,-0.11,0.10,1.02,-2.26,1.08,7.14,135997.00,133698.00,141672.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.60,1002.53,-0.14,0.08,1.03,-3.71,-0.08,5.13,135998.00,133706.00,141684.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.36,1002.56,-0.16,0.05,1.02,6.72,2.40,-1.49,136006.00,133680.00,141655.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.36,1002.56,-0.11,0.11,1.02,1.67,8.90,3.22,136007.00,133666.00,141658.00,1615075854
0.05,0.36,-0.93,0.06,0.0000,0.0000,0.00,89.49,1002.55,-0.14,0.09,0.98,1.46,1.84,-4.24,136022.00,133682.00,141658.00,1615075854
